id,birthdate,department,sex,panel,speed_test_average,leave_date,leave_reason
17050,1970-05-01,31,F,2,2274641,,
17051,1947-01-01,78,M,2,2643055,,
17052,1973-04-01,78,F,2,4874909,,
17053,1945-03-01,95,F,2,4227942,,
17054,1969-07-01,80,F,2,2524425,,
17055,1988-09-01,62,M,2,4140042,,
17056,1991-03-01,80,M,2,4485480,2017-12-14,exclusion
17057,1966-12-01,06,M,2,1864722,2019-04-17,exit
17058,1976-08-01,34,F,2,3144938,,
17059,1960-02-01,37,F,2,1513017,,
17060,1979-04-01,36,M,2,3242225,,
17061,1953-04-01,37,F,2,4190399,,
17062,1975-03-01,35,M,2,2923549,,
17063,1949-05-01,37,F,2,5288470,,
17064,1961-07-01,41,M,2,5988707,,
17065,1942-01-01,75,F,2,5145591,,
17066,1976-12-01,30,M,2,4078970,,
17067,1973-05-01,41,F,2,2380728,2019-03-04,exclusion
17068,1969-03-01,85,F,2,3553436,,
17069,1995-09-01,86,M,2,3065445,2018-10-10,exclusion
17070,1951-05-01,71,F,2,4147015,,
17071,1975-03-01,15,F,2,1619053,,
17072,1965-05-01,17,F,2,5857957,,
17073,1979-09-01,80,F,2,0,2017-10-17,exclusion
17074,1966-08-01,35,F,2,3579741,,
17075,1964-02-01,31,F,2,3222418,,
17076,1970-05-01,22,F,2,3014955,,
17077,1959-03-01,27,M,2,0,2017-03-22,exclusion
17078,1993-06-01,44,F,2,2090235,,
17079,1949-12-01,14,M,2,1385757,,
17080,1963-12-01,60,M,2,3732880,,
17081,1947-01-01,46,M,2,2512249,,
17082,1951-10-01,46,F,2,1044695,,
17083,1975-10-01,51,F,2,2208477,,
17084,1951-09-01,51,F,2,2330200,2018-01-08,exit
17085,1987-10-01,08,F,2,0,2017-05-22,exclusion
17086,1962-01-01,68,F,2,4846718,,
17087,1980-01-01,67,M,2,5083233,2018-07-09,exclusion
17088,1945-03-01,88,M,2,3250191,,
17089,1975-05-01,57,M,2,2803564,,
17090,1966-08-01,57,M,2,4723043,,
17091,1944-08-01,26,F,2,2806878,,
17092,1981-06-01,26,F,2,3398757,2017-10-13,exit
17093,1959-07-01,15,M,2,2836305,,
17094,1958-01-01,58,M,2,3321134,,
17095,1978-03-01,18,F,2,493590,2019-05-21,exclusion
17096,1968-06-01,58,F,2,3719589,,
17097,1960-03-01,34,M,2,3465443,,
17098,1993-01-01,81,F,2,4168442,2018-01-03,exit
17099,1965-08-01,34,M,2,1870176,,
17100,1948-04-01,34,M,2,2895998,,
17101,1945-02-01,89,M,2,1166828,2018-10-23,death
17102,1970-10-01,89,F,2,728728,,
17103,1952-07-01,24,F,2,1797927,,
17104,1969-09-01,49,F,2,4666625,2019-01-21,exclusion
17105,1975-11-01,30,F,2,2159401,2018-10-10,exclusion
17106,1972-01-01,21,M,2,5585809,,
17107,1997-03-01,49,M,2,5851379,2017-07-25,exit
17108,1945-03-01,24,M,2,1853665,,
17109,1968-03-01,68,F,2,0,2016-10-25,exclusion
17110,1981-06-01,93,F,2,5316326,,
17111,1951-08-01,77,M,2,6148166,,
17112,1980-04-01,25,F,2,0,2017-03-22,exclusion
17113,1953-03-01,69,M,2,6098462,,
17114,1947-04-01,56,M,2,2545419,,
17115,1947-03-01,56,F,2,3253871,,
17116,1958-07-01,56,F,2,4875329,,
17117,1954-04-01,92,M,2,5261460,,
17118,1974-02-01,34,F,2,2764503,2019-04-08,exclusion
17119,1980-12-01,30,F,2,1178504,2018-10-10,exclusion
17120,1952-06-01,72,M,2,4002651,,
17121,1940-04-01,48,F,2,1013949,,
17122,1985-09-01,24,F,2,3384389,,
17123,1986-06-01,02,F,2,4286388,,
17124,1976-04-01,33,F,2,3827889,,
17125,1982-12-01,33,F,2,3459092,,
17126,1984-05-01,46,M,2,2024341,,
17127,1974-03-01,41,F,2,0,2017-10-17,exclusion
17128,1957-11-01,41,F,2,3685467,,
17129,1970-03-01,49,F,2,4840567,,
17130,1965-10-01,01,F,2,0,2017-10-17,exclusion
17131,1963-05-01,01,M,2,3168855,,
17132,1963-01-01,59,M,2,1461774,2018-07-17,exit
17133,1947-02-01,83,M,2,2508494,,
17134,1977-08-01,41,F,2,5089317,,
17135,1980-04-01,60,F,2,3564351,,
17136,1974-12-01,60,M,2,0,2017-11-10,exclusion
17137,1996-04-01,62,F,2,3627212,,
17138,1942-01-01,75,M,2,4203441,,
17139,1994-02-01,27,M,2,242121,2018-02-06,exclusion
17140,1959-07-01,29,F,2,2640860,,
17141,1953-08-01,29,F,2,1968154,,
17142,1965-09-01,29,M,2,1831344,,
17143,1986-03-01,29,M,2,2921854,,
17144,1955-12-01,29,F,2,0,2017-01-11,exit
17145,1954-02-01,26,F,2,3862704,,
17146,1962-06-01,26,F,2,2058395,,
17147,1967-03-01,07,F,2,3759668,,
17148,1998-04-01,94,M,2,0,2017-03-22,exclusion
17149,1992-06-01,92,F,2,2883115,2019-04-08,exclusion
17150,1977-02-01,25,M,2,0,2017-10-17,exclusion
17151,1982-05-01,93,F,2,5794865,2017-12-20,exit
17152,1985-11-01,17,M,2,0,2016-07-12,exit
17153,1967-06-01,17,F,2,4142035,,
17154,1947-02-01,17,F,2,2929499,,
17155,1973-03-01,16,M,2,0,2017-03-22,exclusion
17156,1952-02-01,16,M,2,2889605,,
17157,1947-11-01,17,M,2,1622109,,
17158,1947-01-01,16,M,2,1356344,2018-11-29,exit
17159,1950-01-01,15,F,2,2705300,,
17160,1989-06-01,16,F,2,0,2017-03-22,exclusion
17161,1976-12-01,16,F,2,0,2017-03-22,exclusion
17162,1989-01-01,30,F,2,0,2017-02-06,exit
17163,1950-05-01,48,F,2,3414720,,
17164,1998-01-01,77,F,2,2223158,,
17165,1962-02-01,62,M,2,6587213,,
17166,1959-05-01,69,M,2,5605085,,
17167,1986-08-01,76,F,2,2786048,,
17168,1995-02-01,42,F,2,3038827,2019-03-28,exit
17169,1956-06-01,69,M,2,4920082,2019-02-07,exit
17170,1991-03-01,01,F,2,2856230,,
17171,1990-07-01,50,M,2,2466811,,
17172,1939-04-01,56,M,2,949196,,
17173,1975-06-01,32,M,2,2672095,,
17174,1969-07-01,87,F,2,2961398,2019-01-22,exit
17175,1976-02-01,87,F,2,1828872,,
17176,1990-02-01,86,M,2,3749380,,
17177,1981-05-01,02,F,2,2424545,,
17178,1968-04-01,35,F,2,2362199,,
17179,1968-06-01,72,M,2,1013451,2018-10-17,exit
17180,1989-07-01,77,F,2,0,2017-03-22,exclusion
17181,1965-04-01,54,F,2,1462367,,
17182,1974-05-01,54,M,2,0,2016-06-10,exit
17183,1974-12-01,54,M,2,2903295,,
17184,1958-12-01,40,F,2,2414270,,
17185,1965-09-01,33,F,2,1821260,,
17186,1957-02-01,56,F,2,2510245,,
17187,1957-02-01,30,F,2,4261268,,
17188,1953-04-01,74,F,2,4247896,,
17189,1970-07-01,42,M,2,4331009,,
17190,1958-04-01,30,F,2,920926,,
17191,1997-04-01,34,M,2,3705558,,
17192,1949-01-01,02,F,2,3914103,,
17193,1968-04-01,02,F,2,3418766,,
17194,1957-04-01,30,M,2,2785097,,
17195,1966-06-01,44,M,2,1260800,2017-11-27,exit
17196,1964-07-01,49,M,2,4791470,,
17197,1997-04-01,35,M,2,0,2016-10-03,exit
17198,1975-02-01,38,M,2,2924429,,
17199,1971-12-01,33,F,2,3336755,,
17200,1984-09-01,34,M,2,4994612,,
17201,1962-01-01,34,M,2,2458230,,
17202,1955-01-01,34,M,2,3946708,,
17203,1969-01-01,43,F,2,3738057,,
17204,1978-01-01,43,M,2,3561409,,
17205,1983-01-01,01,F,2,0,2017-10-17,exclusion
17206,1978-08-01,60,F,2,6664343,,
17207,1986-07-01,60,F,2,6275366,,
17208,1966-03-01,91,M,2,4341561,,
17209,1978-09-01,91,M,2,3298019,2018-11-12,exclusion
17210,1981-01-01,13,F,2,3043038,,
17211,1948-08-01,47,M,2,2343423,,
17212,1938-01-01,47,F,2,2218559,,
17213,1966-07-01,31,M,2,3230704,,
17214,1951-05-01,31,F,2,6267597,,
17215,1979-06-01,79,F,2,2560839,,
17216,1975-06-01,44,M,2,4377179,,
17217,1998-03-01,44,F,2,2930054,,
17218,1947-05-01,15,F,2,3973953,,
17219,1970-12-01,26,F,2,3195966,,
17220,1993-03-01,11,F,2,3199579,,
17221,1946-03-01,83,M,2,2449664,2018-06-11,exit
17222,1971-05-01,32,M,2,3867110,,
17223,1957-07-01,32,M,2,4860576,2019-04-09,exit
17224,1973-04-01,75,F,2,0,2017-03-22,exclusion
17225,1988-02-01,60,F,2,5248500,,
17226,1978-03-01,60,M,2,0,2017-03-22,exclusion
17227,1959-05-01,59,M,2,4137229,,
17228,1943-04-01,29,M,2,1170019,,
17229,1951-01-01,44,M,2,2865711,,
17230,1981-01-01,76,M,2,955330,,
17231,1974-05-01,02,F,2,0,2017-06-26,exclusion
17232,1987-03-01,76,F,2,2047991,,
17233,1971-04-01,76,F,2,4100125,,
17234,1991-05-01,76,F,2,0,2017-10-17,exclusion
17235,1990-03-01,63,M,2,4368060,,
17236,1984-12-01,31,M,2,2098935,2019-04-30,exit
17237,1947-02-01,81,F,2,0,2016-10-25,exit
17238,1971-06-01,81,F,2,3098193,,
17239,1987-03-01,85,F,2,1909503,,
17240,1944-06-01,44,M,2,3863891,,
17241,1969-03-01,54,F,2,1202031,2017-12-14,exclusion
17242,1995-07-01,75,F,2,4550809,2018-05-23,exit
17243,1970-01-01,84,F,2,3210628,,
17244,1980-04-01,02,F,2,3285618,,
17245,1967-07-01,41,M,2,2482763,,
17246,1948-06-01,41,M,2,4516695,,
17247,1966-12-01,86,M,2,3662082,,
17248,1995-04-01,86,F,2,3058634,2019-01-03,exit
17249,1962-11-01,81,F,2,0,2017-07-21,exit
17250,1995-06-01,64,F,2,4168877,,
17251,1990-12-01,69,M,2,4373846,,
17252,1942-10-01,57,F,2,4862547,,
17253,1967-03-01,16,F,2,903508,2018-02-13,exit
17254,1988-03-01,02,M,2,0,2017-04-07,exit
17255,1948-03-01,48,M,2,2594541,,
17256,1957-12-01,75,M,2,8771481,,
17257,1965-04-01,49,F,2,3321343,,
17258,1974-05-01,34,F,2,2288416,,
17259,1990-03-01,49,F,2,3317223,,
17260,1983-07-01,35,M,2,4020110,,
17261,1993-03-01,66,M,2,3050965,,
17262,1975-07-01,84,M,2,1393182,2019-03-04,exclusion
17263,1989-02-01,91,M,2,0,2017-03-22,exclusion
17264,1953-11-01,91,F,2,3381099,,
17265,1983-02-01,31,F,2,2077027,,
17266,1994-11-01,54,M,2,3096128,2018-03-21,exclusion
17267,1953-08-01,42,F,2,3726516,,
17268,1993-02-01,33,F,2,0,2017-05-22,exclusion
17269,1990-02-01,54,M,2,0,2017-03-16,exit
17270,1964-10-01,24,F,2,2076071,,
17271,1972-04-01,76,M,2,3966996,,
17272,1972-08-01,17,F,2,1907050,,
17273,1982-02-01,95,M,2,6013417,,
17274,1961-10-01,15,M,2,3546465,,
17275,1957-03-01,83,M,2,2713306,,
17276,1979-06-01,13,F,2,4007042,,
17277,1981-06-01,78,M,2,1362513,2018-07-09,exclusion
17278,1980-02-01,07,F,2,2895230,,
17279,1980-05-01,46,F,2,2566405,,
17280,1985-04-01,72,F,2,2320589,,
17281,1977-01-01,79,F,2,4008487,,
17282,1987-05-01,85,F,2,2703903,,
17283,1977-07-01,85,M,2,3539310,2018-01-11,exit
17284,1950-07-01,80,M,2,3129229,,
17285,1997-05-01,80,M,2,4993839,,
17286,1982-05-01,22,M,2,1150230,,
17287,1960-03-01,27,F,2,2799730,,
17288,1971-06-01,33,F,2,0,2017-04-27,exclusion
17289,1960-06-01,75,F,2,5712174,,
17290,1981-02-01,69,F,2,0,2017-06-26,exclusion
17291,1975-10-01,38,F,2,2076835,,
17292,1949-03-01,44,F,2,2766961,,
17293,1970-09-01,35,F,2,2265673,,
17294,1962-06-01,35,F,2,4501951,2018-03-21,exit
17295,1979-07-01,44,M,2,3532467,,
17296,1952-01-01,52,M,2,0,2016-10-14,res_conv
17297,1983-03-01,52,F,2,2674203,,
17298,1962-04-01,57,M,2,4676765,,
17299,1950-04-01,59,F,2,2180613,,
17300,1965-05-01,59,M,2,6069702,2017-12-14,exclusion
17301,1961-02-01,31,F,2,5083132,,
17302,1960-03-01,85,M,2,4163394,,
17303,1957-04-01,85,M,2,4219938,,
17304,1983-03-01,44,M,2,5938057,,
17305,1982-04-01,85,F,2,6559019,,
17306,1983-09-01,67,M,2,1624725,,
17307,1968-04-01,67,M,2,2496507,,
17308,1951-04-01,51,M,2,3059554,,
17309,1953-12-01,57,M,2,6379529,,
17310,1983-09-01,57,F,2,3386173,,
17311,1970-11-01,62,F,2,3230196,,
17312,1949-05-01,54,F,2,2112924,,
17313,1963-01-01,54,F,2,3371083,,
17314,1982-06-01,88,F,2,2481031,,
17315,1967-05-01,86,M,2,1814884,,
17316,1987-06-01,29,M,2,0,2017-10-17,exclusion
17317,1980-04-01,29,M,2,1744572,,
17318,1951-04-01,85,M,2,3161184,,
17319,1967-07-01,69,F,2,0,2017-11-10,exclusion
17320,1965-04-01,89,F,2,5782713,2018-08-28,exclusion
17321,1957-03-01,50,M,2,2971520,,
17322,1984-03-01,79,M,2,0,2016-06-21,exit
17323,1963-05-01,62,F,2,6207077,,
17324,1951-02-01,82,F,2,3728033,,
17325,1951-09-01,49,M,2,5572381,,
17326,1967-02-01,49,F,2,4511882,,
17327,1969-05-01,22,M,2,1628701,2019-01-03,exit
17328,1973-10-01,44,M,2,2387927,,
17329,1948-05-01,78,F,2,10321809,,
17330,1961-04-01,33,F,2,1436938,,
17331,1963-11-01,28,M,2,3084894,,
17332,1973-05-01,40,F,2,2698968,,
17333,1954-05-01,40,M,2,4825093,,
17334,1991-08-01,79,F,2,0,2016-12-14,exit
17335,1944-02-01,79,F,2,0,2016-06-27,exit
17336,1960-09-01,38,M,2,5703169,,
17337,1961-07-01,38,M,2,0,2016-10-14,res_conv
17338,1980-06-01,48,F,2,2947559,,
17339,1975-04-01,51,M,2,1704033,,
17340,1967-12-01,48,M,2,819185,,
17341,1969-07-01,47,F,2,2046022,,
17342,1956-06-01,12,M,2,2917148,2018-03-07,exit
17343,1992-02-01,94,M,2,2528665,,
17344,1968-08-01,28,M,2,3196217,,
17345,1974-02-01,68,M,2,5242214,,
17346,1986-05-01,68,F,2,2177677,,
17347,1983-03-01,68,F,2,0,2017-03-22,exclusion
17348,1978-06-01,93,M,2,3778556,,
17349,1990-07-01,46,F,2,2022340,2019-05-21,exclusion
17350,1974-03-01,46,M,2,2249193,,
17351,1953-01-01,07,M,2,1723083,,
17352,1975-05-01,85,M,2,1927150,,
17353,1963-04-01,76,M,2,3870830,,
17354,1979-07-01,60,M,2,4082281,2018-03-16,exit
17355,1969-01-01,27,M,2,6344726,,
17356,1968-05-01,42,F,2,0,2016-09-21,exclusion
17357,1973-04-01,42,M,2,3407249,,
17358,1964-12-01,33,F,2,3936323,,
17359,1950-04-01,47,M,2,988245,2017-08-21,exit
17360,1967-06-01,33,M,2,3030443,,
17361,1977-04-01,74,F,2,1777203,,
17362,1954-03-01,78,M,2,2004695,,
17363,1951-01-01,13,F,2,2896080,,
17364,1973-04-01,13,F,2,4939394,,
17365,1976-11-01,12,M,2,2491527,,
17366,1958-04-01,12,F,2,2346750,,
17367,1975-07-01,12,M,2,2610761,,
17368,1975-03-01,33,M,2,2916780,,
17369,1973-05-01,12,M,2,2778804,,
17370,1972-01-01,76,F,2,3135624,,
17371,1973-04-01,42,M,2,7731535,2019-04-08,exclusion
17372,1962-02-01,75,F,2,6601568,2018-04-04,exit
17373,1953-01-01,15,F,2,2038191,,
17374,1961-04-01,13,M,2,2846754,,
17375,1946-05-01,13,M,2,0,2016-06-10,exit
17376,1983-03-01,54,M,2,0,2017-03-22,exclusion
17377,1942-08-01,57,M,2,2644720,,
17378,1944-09-01,22,F,2,3479894,,
17379,1942-05-01,17,F,2,0,2016-06-01,exit
17380,1951-11-01,42,F,2,0,2017-02-09,exit
17381,1957-12-01,27,M,2,0,2017-04-21,exit
17382,1947-02-01,76,M,2,3953578,,
17383,1940-05-01,13,F,2,4782603,,
17384,1939-12-01,86,F,2,3915937,,
17385,1939-08-01,71,F,2,0,2016-06-20,exit
17386,1947-01-01,54,F,2,1909145,,
17387,1948-03-01,62,F,2,0,2017-05-22,exit
17388,1961-05-01,02,F,2,2070401,2017-09-20,exit
17389,1956-01-01,48,F,2,759636,,
17390,1942-08-01,24,F,2,1455644,,
17391,1943-01-01,54,F,2,3456520,,
17392,1956-05-01,45,M,2,2094758,,
17393,1968-08-01,78,M,2,3284198,2018-12-14,exit
17394,1954-02-01,76,F,2,0,2016-06-15,exit
17395,1969-08-01,59,F,2,3648752,,
17396,1946-08-01,74,M,2,0,2017-09-21,exit
17397,1966-10-01,73,M,2,3159516,,
17398,1960-05-01,42,F,2,0,2016-06-27,exit
17399,1961-11-01,14,F,2,2696464,,
17400,1937-01-01,06,F,2,0,2017-01-12,exit
17401,1979-04-01,06,F,2,0,2017-10-17,exclusion
17402,1965-12-01,87,F,2,988543,,
17403,1962-10-01,59,M,2,0,2016-10-05,exit
17404,1966-06-01,26,F,2,2996965,,
17405,1989-01-01,15,F,2,0,2017-10-17,exclusion
17406,1966-11-01,58,F,2,2820728,,
17407,1938-08-01,54,F,2,0,2016-12-07,exclusion
17408,1972-05-01,46,F,2,3531523,,
17409,1962-05-01,38,M,2,3192667,,
17410,1962-08-01,24,F,2,0,2017-02-17,exit
17411,1970-11-01,27,M,2,0,2016-12-15,res_conv
17412,1973-07-01,44,F,2,0,2017-03-22,exclusion
17413,1954-04-01,33,M,2,1453492,2019-01-23,exit
17414,1995-12-01,68,M,2,6459406,2017-09-08,exit
17415,1963-04-01,80,F,2,3964616,,
17416,1966-05-01,59,M,2,3139892,,
17417,1993-08-01,88,F,2,5307873,,
17418,1961-02-01,54,M,2,4177839,,
17419,1988-12-01,13,M,2,0,2017-11-10,exclusion
17420,1957-06-01,38,F,2,3868546,2019-01-21,exclusion
17421,1996-03-01,47,M,2,1171081,,
17422,1938-06-01,04,M,2,4995828,,
17423,1958-02-01,75,F,2,9196394,,
17424,1953-12-01,54,M,2,3431715,,
17425,1964-04-01,59,M,2,3468854,,
17426,1983-05-01,59,F,2,2996950,,
17427,1977-11-01,54,M,2,3101974,2017-11-15,exit
17428,1967-01-01,38,F,2,3498249,,
17429,1957-11-01,37,M,2,0,2017-03-22,exclusion
17430,1981-01-01,38,M,2,3709773,,
17431,1976-07-01,32,F,2,4369696,2018-12-04,exclusion
17432,1971-11-01,75,F,2,0,2017-10-17,exclusion
17433,1962-03-01,27,M,2,2417732,,
17434,1994-02-01,49,M,2,2345382,2018-02-06,exclusion
17435,1967-04-01,42,M,2,1316207,,
17436,1992-06-01,94,F,2,3887955,,
17437,1967-03-01,56,F,2,3034324,,
17438,1992-06-01,05,M,2,0,2016-09-20,res_conv
17439,1952-04-01,60,F,2,3509387,,
17440,1959-05-01,35,F,2,7451700,,
17441,1970-10-01,45,M,2,2260664,,
17442,1975-01-01,95,M,2,2436624,,
17443,1954-05-01,23,M,2,995105,,
17444,1995-04-01,95,F,2,0,2017-04-19,exit
17445,1972-09-01,95,M,2,0,2016-06-10,exit
17446,1978-08-01,44,F,2,3551957,2018-07-09,exclusion
17447,1976-04-01,81,M,2,2720350,,
17448,1975-04-01,69,F,2,5976774,,
17449,1971-06-01,62,F,2,3362730,,
17450,1986-04-01,52,M,2,916214,,
17451,1972-04-01,30,M,2,2460209,,
17452,1963-03-01,66,M,2,3071884,,
17453,1987-05-01,54,M,2,4697639,,
17454,1995-03-01,54,F,2,0,2017-04-03,exit
17455,1973-03-01,81,F,2,2222215,,
17456,1986-09-01,45,F,2,3557394,,
17457,1969-05-01,77,F,2,1725690,,
17458,1969-09-01,94,F,2,2026112,,
17459,1966-06-01,78,M,2,2074440,,
17460,1948-01-01,92,F,2,5785604,2018-10-01,exit
17461,1963-07-01,57,M,2,2581770,,
17462,1955-02-01,13,F,2,3051700,,
17463,1946-06-01,13,M,2,4025411,,
17464,1994-11-01,57,F,2,3455261,,
17465,1958-03-01,45,F,2,2977280,,
17466,1953-02-01,63,F,2,3461916,,
17467,1962-02-01,48,M,2,3350549,,
17468,1976-03-01,67,F,2,2644525,,
17469,1966-08-01,28,M,2,2568070,2018-03-08,exit
17470,1990-05-01,60,M,2,0,2016-12-07,exit
17471,1943-05-01,47,F,2,2008611,,
17472,1995-07-01,54,M,2,0,2017-11-10,exclusion
17473,1959-06-01,34,F,2,2339752,,
17474,1967-05-01,22,F,2,3132990,2019-07-02,exit
17475,1971-07-01,59,F,2,4535448,,
17476,1978-05-01,76,F,2,5664773,2017-10-10,exit
17477,1955-08-01,76,F,2,1165092,,
17478,1954-01-01,57,M,2,2087695,,
17479,1986-01-01,78,M,2,2633042,2019-01-16,exit
17480,1970-04-01,62,F,2,0,2016-10-14,exclusion
17481,1988-12-01,29,M,2,3187559,,
17482,1983-03-01,29,F,2,2877554,,
17483,1997-06-01,31,F,2,3546492,2019-03-04,exclusion
17484,1976-05-01,13,F,2,1967884,2019-01-21,exclusion
17485,1952-01-01,16,F,2,1813376,,
17486,1950-03-01,69,F,2,3072400,,
17487,1989-09-01,75,M,2,4581463,2019-04-08,exclusion
17488,1954-05-01,13,F,2,2080301,,
17489,1971-04-01,71,M,2,3565613,,
17490,1966-06-01,92,F,2,0,2017-03-22,exclusion
17491,1953-06-01,79,M,2,1510983,,
17492,1995-06-01,92,F,2,3089788,2018-10-10,exclusion
17493,1967-09-01,92,F,2,3170368,,
17494,1994-09-01,54,F,2,2825167,,
17495,1965-08-01,59,M,2,1639570,,
17496,1973-11-01,35,M,2,2974222,,
17497,1972-09-01,50,F,2,1421259,,
17498,1968-09-01,64,F,2,2964310,2018-11-12,exclusion
17499,1976-09-01,51,M,2,0,2017-03-22,exclusion
17500,1974-09-01,85,M,2,3479952,,
17501,1958-04-01,92,F,2,3380275,,
17502,1973-01-01,17,M,2,3134950,,
17503,1997-04-01,75,M,2,3564310,,
17504,1955-03-01,75,M,2,3642223,,
17505,1979-08-01,13,M,2,4180445,2018-03-21,exclusion
17506,1974-05-01,48,F,2,2444243,2018-09-06,exit
17507,1978-10-01,64,F,2,3825122,,
17508,1956-10-01,26,F,2,3296126,,
17509,1971-08-01,82,F,2,2459128,,
17510,1964-01-01,17,M,2,2662927,,
17511,1981-04-01,17,F,2,3277702,2018-11-12,exclusion
17512,1971-05-01,03,M,2,0,2016-08-23,exit
17513,1988-08-01,65,F,2,2949932,2018-08-28,exclusion
17514,1997-01-01,03,F,2,2643084,,
17515,1975-05-01,68,M,2,2255990,2017-12-14,exclusion
17516,1978-04-01,35,F,2,1263997,,
17517,1965-04-01,84,M,2,2119879,,
17518,1978-06-01,64,M,2,3350426,,
17519,1954-06-01,13,F,2,3778202,,
17520,1970-03-01,13,F,2,4015616,2019-04-09,exit
17521,1964-11-01,57,M,2,3229364,,
17522,1983-01-01,94,F,2,7591478,,
17523,1985-04-01,75,F,2,0,2017-06-26,exclusion
17524,1973-04-01,15,F,2,2099644,,
17525,1981-03-01,77,M,2,3276237,2018-10-02,exit
17526,1989-05-01,57,M,2,7036202,,
17527,1994-09-01,06,F,2,0,2017-03-22,exclusion
17528,1989-07-01,31,M,2,3743176,,
17529,1958-09-01,84,F,2,2537273,,
17530,1979-02-01,67,F,2,3461374,2019-03-04,exclusion
17531,1942-05-01,67,M,2,6099841,,
17532,1953-02-01,76,M,2,663967,,
17533,1957-06-01,76,M,2,2865430,,
17534,1976-03-01,69,F,2,0,2017-01-25,exit
17535,1975-10-01,43,M,2,3335015,2019-08-19,exit
17536,1979-04-01,13,M,2,2363275,,
17537,1980-02-01,67,M,2,4528575,2018-11-12,exclusion
17538,1979-07-01,13,F,2,0,2017-03-22,exclusion
17539,1961-03-01,57,M,2,3833096,,
17540,1966-09-01,57,F,2,3937568,,
17541,1961-05-01,06,F,2,2518499,,
17542,1982-01-01,75,F,2,8615465,,
17543,1978-02-01,67,F,2,5838810,,
17544,1969-10-01,78,M,2,5573231,2019-04-12,exit
17545,1971-02-01,68,F,2,1870829,,
17546,1972-07-01,68,M,2,5340573,,
17547,1957-07-01,57,M,2,3482730,,
17548,1982-03-01,85,F,2,0,2017-05-22,exclusion
17549,1970-06-01,91,F,2,6032485,2017-07-10,exit
17550,1962-03-01,78,F,2,9615125,2018-09-17,exit
17551,1959-10-01,75,M,2,4953243,,
17552,1963-05-01,92,F,2,2602464,,
17553,1950-05-01,75,M,2,6326197,,
17554,1957-05-01,75,M,2,5381194,,
17555,1958-08-01,75,M,2,3673981,2019-08-23,exit
17556,1974-07-01,08,M,2,2528222,,
17557,1956-03-01,53,F,2,5968752,,
17558,1971-06-01,35,F,2,5619731,,
17559,1950-12-01,52,F,2,3092311,,
17560,1937-01-01,50,F,2,0,2016-08-02,exit
17561,1962-04-01,38,F,2,2778631,,
17562,1958-09-01,57,F,2,2658515,2019-07-23,exit
17563,1971-11-01,90,M,2,4403881,,
17564,1997-07-01,60,M,2,4660839,2018-05-29,exclusion
17565,1983-06-01,30,F,2,0,2017-05-22,exclusion
17566,1979-05-01,95,F,2,3698882,,
17567,1954-07-01,71,F,2,2107766,,
17568,1942-06-01,59,M,2,4720215,,
17569,1982-03-01,78,F,2,1989465,,
17570,1994-04-01,75,F,2,6131225,,
17571,1948-03-01,81,M,2,2567919,2018-06-04,exit
17572,1960-01-01,02,F,2,0,2017-03-22,exclusion
17573,1970-04-01,51,M,2,2655533,,
17574,1970-12-01,75,M,2,6429718,,
17575,1944-07-01,92,F,2,5853156,,
17576,1957-03-01,52,M,2,2004768,,
17577,1942-06-01,04,M,2,943613,2019-03-11,exit
17578,1970-12-01,67,M,2,1691414,2019-01-21,exclusion
17579,1979-01-01,77,F,2,2827451,,
17580,1959-05-01,92,M,2,5113760,,
17581,1991-09-01,68,F,2,6507671,2019-03-27,exit
17582,1958-05-01,68,M,2,3524438,2017-08-17,exit
17583,1964-01-01,50,F,2,1755643,,
17584,1991-12-01,50,M,2,3910603,,
17585,1991-05-01,38,F,2,3801612,,
17586,1944-06-01,69,M,2,4402457,,
17587,1953-11-01,69,M,2,4680333,,
17588,1988-06-01,69,M,2,3646334,2018-03-21,exclusion
17589,1962-10-01,13,F,2,3321712,,
17590,1988-07-01,13,F,2,2667167,2017-12-14,exclusion
17591,1963-05-01,03,F,2,2287979,,
17592,1956-09-01,72,M,2,4078389,,
17593,1956-08-01,47,F,2,2591363,2018-10-31,exit
17594,1952-03-01,51,M,2,3101560,2019-08-23,exit
17595,1953-11-01,95,F,2,3429505,,
17596,1945-03-01,31,M,2,3953978,,
17597,1949-08-01,31,M,2,0,2017-03-22,exclusion
17598,1950-06-01,04,F,2,3605043,,
17599,1955-06-01,68,M,2,4740782,,
17600,1951-05-01,61,F,2,4173013,2017-07-27,exit
17601,1953-06-01,31,M,2,2506969,,
17602,1954-05-01,13,F,2,5471496,,
17603,1942-07-01,83,M,2,0,2016-12-21,exit
17604,1948-01-01,81,M,2,2215922,,
17605,1982-02-01,81,F,2,3505115,,
17606,1965-09-01,81,F,2,3035048,,
17607,1953-04-01,29,M,2,1733873,,
17608,1945-04-01,29,F,2,2913798,,
17609,1992-03-01,95,M,2,0,2017-06-26,exclusion
17610,1988-06-01,95,F,2,3769232,2018-03-29,exit
17611,1968-06-01,83,F,2,6140765,,
17612,1989-06-01,45,M,2,6126702,,
17613,1986-10-01,38,F,2,3588113,,
17614,1968-04-01,54,M,2,3200272,,
17615,1959-04-01,54,F,2,4303935,,
17616,1960-07-01,54,F,2,3908202,,
17617,1966-03-01,92,F,2,6202038,,
17618,1962-07-01,57,M,2,3924472,,
17619,1955-04-01,26,F,2,4145654,,
